task_id,global_sample_id,split,data_origin,domain,dashboard_id,chart_count,chart_types,instruction_type,num_operations,operations,propagation_scope,instruction,code_exists,pred_image_exists,pred_image_status,render_status,render_returncode,code_executability,code_quality,explicit_relation_label_available,low_level_edit_accuracy,relation_conditioned_fidelity,relation_scope_f1,relation_scope_accuracy,multi_chart_relation_accuracy,relation_edge_consistency,relation_edge_action_accuracy,relation_edge_endpoint_accuracy,visual_structural_similarity,preservation_accuracy,high_level_score,overall_score,relation_metric_applicable,operation_scores_json
synthetic_sample_920022,synthetic/sample_920022,synthetic,synthetic_relation_augmented_qc,electric_vehicle_market,dashboard_aug_0284,4,donut;step_line;scatter;grouped_bar,multi_chart_relation,2,add_reference_line;preserve_unrelated_charts,relation_augmented,"Add a purple dashed Reference mean line to every related subplot that has a standard numeric y-axis, and do not add it to maps, pies, sankey, radar, treemap, or distribution-only views.",1,1,3567x2368,ok,0,1.0,1.0,1,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2678297162055969,0.0,0.704185067986407,0.0,0.0,1,"[{""operation_index"": 1, ""operation"": ""add_reference_line"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.004843114837398374, ""counterfactual_noop_mse"": 6554.55615234375, ""prediction_mse"": 8424.021484375}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.704185067986407, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_002646,synthetic/sample_002646,synthetic,synthetic,cultural_events,dashboard_0172,4,area;stacked_bar;waterfall;histogram,multi_step,3,adjust_rolling_window;set_y_scale;preserve_unrelated_charts,relation_or_scope_aware,"In the first subplot, use a 5-point rolling mean. Use a logarithmic y-axis on every chart where the y-axis is numeric. Do not alter charts that are outside the requested scope.",1,1,4762x2968,ok,0,1.0,1.0,0,0.0,,,,,,,,0.0,0.5981403621596204,0.0,0.0,0,"[{""operation_index"": 1, ""operation"": ""adjust_rolling_window"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.140349911971831, ""counterfactual_noop_mse"": 3077.182861328125, ""prediction_mse"": 6243.92431640625}, {""operation_index"": 2, ""operation"": ""set_y_scale"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.1530406396713615, ""counterfactual_noop_mse"": 7523.04296875, ""prediction_mse"": 8016.033203125}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.5981403621596204, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
real_sample_003208,real/sample_003208,real,real,uci,dashboard_0207,6,correlation_heatmap;density;donut;donut;choropleth_map;step_line,multi_step,3,filter_time_range;add_event_marker;preserve_unrelated_charts,relation_or_scope_aware,"Show only 2000 through 2020 in each time-series subplot. Add a red vertical marker at 2008 labeled ""Event 2008"" to every time-series subplot. Keep unrelated panels as they are.",1,1,2304x1048,ok,0,1.0,1.0,0,0.3382975111268274,,,,,,,,0.16065613545031,0.6028113823782294,0.3111998507363804,0.32339379791208156,0,"[{""operation_index"": 1, ""operation"": ""filter_time_range"", ""score"": 0.5771908510515317, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.019134521484375, ""counterfactual_noop_mse"": 6800.32470703125, ""prediction_mse"": 2875.239501953125}, {""operation_index"": 2, ""operation"": ""add_event_marker"", ""score"": 0.09940417120212308, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.001007080078125, ""counterfactual_noop_mse"": 2560.03369140625, ""prediction_mse"": 2305.5556640625}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6028113823782294, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_920521,synthetic/sample_920521,synthetic,synthetic_relation_augmented_qc,cybersecurity,dashboard_aug_0367,5,treemap;violin;dual_axis_line_bar;sankey;pie,multi_chart_relation,3,modify_color;preserve_data_values;preserve_unrelated_charts,relation_augmented,"Highlight West in red in the 2 related subplots that show West, but do not change any plotted values or labels in the other subplots.",1,0,missing,failed,1,0.0,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,[]
synthetic_sample_900177,synthetic/sample_900177,synthetic,synthetic_augmented_qc,research_lab,dashboard_aug_0036,5,strip_plot;box;violin;density;ecdf,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label growth with growth (updated) wherever it appears.,1,1,4467x2922,ok,0,1.0,1.0,0,0.28666968098748996,,,,,,,,0.049870178939759306,0.8537619323916019,0.20634258004668807,0.24248977547004896,0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.28666968098748996, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0691771468495935, ""counterfactual_noop_mse"": 5058.31884765625, ""prediction_mse"": 3608.252197265625}]"
synthetic_sample_910761,synthetic/sample_910761,synthetic,synthetic_augmented_qc,manufacturing_quality,dashboard_aug_0273,6,waterfall;sankey;stacked_horizontal_bar;multi_line;bubble;correlation_heatmap,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series West from the dashboard wherever it is plotted.,1,1,4501x2967,ok,0,1.0,1.0,0,0.4018401101096197,,,,,,,,0.06778527316363683,0.6867900563763149,0.21576434269252656,0.2994984380302185,0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.4018401101096197, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.09568724593495935, ""counterfactual_noop_mse"": 18098.44140625, ""prediction_mse"": 10825.76171875}]"
synthetic_sample_900192,synthetic/sample_900192,synthetic,synthetic_augmented_qc,financial_risk,dashboard_aug_0039,6,gantt;line;step_line;area;funnel;multi_line,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label South with South (updated) wherever it appears.,1,1,2233x1461,ok,0,1.0,1.0,0,0.3047792220734154,,,,,,,,0.052973123900026974,0.6964083076686537,0.19207010065895133,0.24278920529546016,0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.3047792220734154, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.15273278709349594, ""counterfactual_noop_mse"": 8388.484375, ""prediction_mse"": 5831.8486328125}]"
synthetic_sample_910424,synthetic/sample_910424,synthetic,synthetic_augmented_qc,labor_market,dashboard_aug_0205,7,stacked_area;bubble;choropleth_map;heatmap;contour_density;radar;waterfall,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series priority from the dashboard wherever it is plotted.,1,1,4487x2968,ok,0,1.0,1.0,0,0.0,,,,,,,,0.0,0.4458293077930488,0.0,0.0,0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.044884823848238484, ""counterfactual_noop_mse"": 6398.2626953125, ""prediction_mse"": 11479.474609375}]"
synthetic_sample_900205,synthetic/sample_900205,synthetic,synthetic_augmented_qc,housing_market,dashboard_aug_0041,7,scatter;bubble;proportional_bar;lollipop;dot_plot;waterfall;stacked_horizontal_bar,single_step,1,rename_label,relation_or_scope_aware,Replace the visible label Metro with Metro (updated) wherever it appears.,1,1,1995x1279,ok,0,1.0,1.0,0,0.16730739183756116,,,,,,,,0.06310255899292674,0.6631497563837091,0.2045640403965174,0.18779854854498712,0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.16730739183756116, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.14864392784552846, ""counterfactual_noop_mse"": 8744.0595703125, ""prediction_mse"": 7281.11376953125}]"
synthetic_sample_910467,synthetic/sample_910467,synthetic,synthetic_augmented_qc,marine_shipping,dashboard_aug_0214,7,waterfall;radar;contour_density;ecdf;heatmap;step_line;box,single_step,1,delete_category_or_series,relation_or_scope_aware,Remove the visible category or series North from the dashboard wherever it is plotted.,1,0,missing,failed,1,0.0,0.75,0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0,[]
synthetic_sample_920348,synthetic/sample_920348,synthetic,synthetic_relation_augmented_qc,water_infrastructure,dashboard_aug_0338,6,lollipop;sankey;box;waterfall;area;line,complex_relation,5,modify_style;change_axis_label;change_axis_label;change_axis_label;change_axis_label,relation_augmented,"Make the dashboard easier to compare: use dark blue subplot titles with light dashed gridlines, and rename the y-axis to ""Comparable value"" on the related numeric subplots.",1,0,missing,failed,1,0.0,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,[]
synthetic_sample_920856,synthetic/sample_920856,synthetic,synthetic_relation_augmented_qc,disaster_response,dashboard_aug_0423,2,correlation_heatmap;hexbin,single_step,2,add_dashboard_title;preserve_data_values,global_dashboard,"Give the dashboard the title ""Disaster Response Edited Dashboard"". Do not change the underlying data values. Leave all other visual content as it is.",1,1,1736x741,ok,0,1.0,1.0,1,0.19641837535581982,,,,,,,,0.059630632980971716,0.5652255195593937,0.1835885495022096,0.18936197113633418,0,"[{""operation_index"": 1, ""operation"": ""add_dashboard_title"", ""score"": 0.19641837535581982, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.21193529211956522, ""counterfactual_noop_mse"": 18262.869140625, ""prediction_mse"": 14675.7060546875}, {""operation_index"": 2, ""operation"": ""preserve_data_values"", ""score"": 0.5652255195593937, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
synthetic_sample_920944,synthetic/sample_920944,synthetic,synthetic_relation_augmented_qc,supply_chain,dashboard_aug_0438,7,step_line;line;stacked_area;stacked_horizontal_bar;density;sankey;strip_plot,complex_relation,5,modify_style;change_axis_label;change_axis_label;change_axis_label;change_axis_label,relation_augmented,"Make the dashboard easier to compare: use dark blue subplot titles with light dashed gridlines, and rename the y-axis to ""Comparable value"" on the related numeric subplots.",1,1,5354x3568,failed,0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,[]
synthetic_sample_920477,synthetic/sample_920477,synthetic,synthetic_relation_augmented_qc,urban_mobility,dashboard_aug_0360,2,grouped_bar;step_line,complex_relation,3,add_reference_line;modify_color;preserve_data_values,relation_augmented,"For cross-panel comparison, add a purple Reference mean line to all standard numeric-y subplots and color West red wherever it appears.",1,1,1783x734,ok,0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5919146231630479,0.0,0.0,1,"[{""operation_index"": 1, ""operation"": ""add_reference_line"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.00985054347826087, ""counterfactual_noop_mse"": 6383.6494140625, ""prediction_mse"": 12039.5966796875}, {""operation_index"": 2, ""operation"": ""modify_color"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.006368885869565217, ""counterfactual_noop_mse"": 3034.4150390625, ""prediction_mse"": 15971.8603515625}, {""operation_index"": 3, ""operation"": ""preserve_data_values"", ""score"": 0.5919146231630479, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
real_sample_001328,real/sample_001328,real,real,world_bank,dashboard_0088,4,area;sankey;bubble;heatmap,multi_step,3,modify_color;rename_label;add_event_marker,relation_or_scope_aware,"In the related country or region panels, highlight Iceland in red. Within the related country or region panels, rename Iceland to Iceland (updated). Add a red vertical marker at 1992 labeled ""Event 1992"" to every time-series subplot. Keep the related panels consistent and leave unrelated panels alone.",1,1,4772x2368,ok,0,1.0,1.0,0,0.006802963554202369,,,,,,,,0.0,0.730906990958444,0.0,0.003061333599391066,0,"[{""operation_index"": 1, ""operation"": ""modify_color"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.07793243838028169, ""counterfactual_noop_mse"": 10350.87890625, ""prediction_mse"": 12484.017578125}, {""operation_index"": 2, ""operation"": ""rename_label"", ""score"": 0.020408890662607107, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0013020833333333333, ""counterfactual_noop_mse"": 3582.399169921875, ""prediction_mse"": 3509.286376953125}, {""operation_index"": 3, ""operation"": ""add_event_marker"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.000742737676056338, ""counterfactual_noop_mse"": 3455.35400390625, ""prediction_mse"": 3653.54736328125}]"
synthetic_sample_920553,synthetic/sample_920553,synthetic,synthetic_relation_augmented_qc,tourism_hospitality,dashboard_aug_0373,7,multi_line;error_bar;heatmap;waterfall;horizontal_bar;strip_plot;dot_plot,complex_relation,5,modify_style;change_axis_label;change_axis_label;change_axis_label;change_axis_label,relation_augmented,"Make the dashboard easier to compare: use dark blue subplot titles with light dashed gridlines, and rename the y-axis to ""Comparable value"" on the related numeric subplots.",1,0,missing,failed,1,0.0,0.625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,[]
synthetic_sample_920030,synthetic/sample_920030,synthetic,synthetic_relation_augmented_qc,insurance_claims,dashboard_aug_0285,2,area;histogram,complex_relation,3,add_dashboard_title;modify_color;preserve_data_values,relation_augmented,"Add the title ""Insurance Claims Edited Dashboard"" and use red to emphasize North consistently across every subplot where that label appears.",1,1,3567x1481,ok,0,1.0,1.0,1,0.2275980749220532,0.17776374111676452,0.6666666666666666,0.0,0.17776374111676452,0.44440935279191124,0.0,0.45086283030609103,0.15302866884507024,0.5633285175612083,0.3052415419993647,0.2780663285223057,1,"[{""operation_index"": 1, ""operation"": ""add_dashboard_title"", ""score"": 0.4551961498441064, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.14044454823369565, ""counterfactual_noop_mse"": 7865.7529296875, ""prediction_mse"": 4285.29248046875}, {""operation_index"": 2, ""operation"": ""modify_color"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0036408797554347825, ""counterfactual_noop_mse"": 7263.357421875, ""prediction_mse"": 11323.7578125}, {""operation_index"": 3, ""operation"": ""preserve_data_values"", ""score"": 0.5633285175612083, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]"
